num_prompts,request_rate,burstiness,max_concurrency,duration,completed,total_input_tokens,total_output_tokens,request_throughput,request_goodput,output_throughput,total_token_throughput,mean_ttft_ms,median_ttft_ms,std_ttft_ms,p99_ttft_ms,mean_tpot_ms,median_tpot_ms,std_tpot_ms,p99_tpot_ms,mean_itl_ms,median_itl_ms,std_itl_ms,p99_itl_ms,num-scheduler-step,qps,enable-chunked-prefill,max-num-batched-tokens,max-num-seqs,max-seq-len-to-capture,enable-prefix-caching
1000,16.0,,,258.243099325,1000,215196,117108,3.8723203160658164,,453.47968757383563,1286.787530309935,51664.516737803,16362.835228999984,61199.05108807183,177611.70932330002,38.21069099898781,38.51735965346613,3.7491570273881933,45.869634673351065,37.963941589461406,34.667940499957695,22.48663749182817,127.11302830023213,15,16,True,512,512,8192,False
